apprentice_id,snapshot_date,quiz_score,attendance_rate,feedback_gap_days,risk_status,promoted_flag
129,2025-01-15,68.3,90.1,19,Amber,False
129,2025-01-22,63.6,53.1,27,Red,False
129,2025-01-29,70.8,87.8,10,Green,False
129,2025-02-05,54.8,82.6,8,Amber,False
129,2025-02-12,69.9,91.0,27,Red,False
129,2025-02-19,64.2,74.5,9,Amber,False
129,2025-02-26,81.6,91.6,17,Amber,False
129,2025-03-05,57.2,82.1,5,Amber,False
130,2025-01-01,71.1,92.3,19,Amber,True
130,2025-01-08,68.5,80.1,8,Green,False
130,2025-01-15,74.9,88.4,6,Green,False
130,2025-01-22,61.1,80.5,2,Amber,False
130,2025-01-29,57.3,72.0,19,Amber,False
130,2025-02-05,63.3,83.2,14,Amber,True
130,2025-02-12,71.8,87.9,27,Red,False
130,2025-02-19,72.7,88.1,7,Green,False
130,2025-02-26,80.4,90.5,25,Red,False
130,2025-03-05,71.1,89.1,21,Amber,True
131,2025-01-01,60.6,65.5,10,Amber,False
131,2025-01-08,73.2,91.0,7,Green,False
131,2025-01-15,60.6,78.8,21,Amber,False
131,2025-01-22,76.1,92.0,8,Green,False
131,2025-01-29,76.7,95.9,20,Amber,False
131,2025-02-05,62.6,81.9,24,Red,False
131,2025-02-12,79.5,94.1,5,Green,False
131,2025-02-19,61.8,75.1,19,Amber,False
131,2025-02-26,57.9,80.8,20,Amber,False
131,2025-03-05,66.8,92.7,13,Green,False
132,2025-01-01,49.9,55.9,5,Red,False
132,2025-01-08,77.6,81.3,1,Green,False
132,2025-01-15,41.0,54.8,26,Red,False
132,2025-01-22,60.5,77.6,13,Amber,False
132,2025-01-29,61.2,68.6,12,Amber,False
132,2025-02-05,64.9,83.5,20,Amber,False
132,2025-02-12,66.1,91.2,25,Red,False
132,2025-02-19,71.0,91.6,17,Amber,False
132,2025-02-26,70.1,82.6,16,Amber,False
132,2025-03-05,68.4,80.1,24,Red,False
133,2025-01-01,71.6,93.7,24,Red,False
133,2025-01-08,65.6,86.8,7,Green,False
133,2025-01-15,63.6,97.6,21,Amber,False
133,2025-01-22,77.1,93.0,2,Green,False
133,2025-01-29,59.2,76.0,18,Amber,False
133,2025-02-05,52.9,73.0,18,Amber,True
133,2025-02-12,60.5,72.3,9,Amber,False
133,2025-02-19,69.2,80.6,6,Green,False
133,2025-02-26,65.4,97.5,6,Green,False
133,2025-03-05,57.3,73.7,15,Amber,False
134,2025-01-01,67.3,91.0,4,Green,False
134,2025-01-08,72.9,90.7,26,Red,False
134,2025-01-15,74.4,90.2,12,Green,False
134,2025-01-22,66.0,86.3,21,Amber,False
134,2025-01-29,76.2,87.9,9,Green,False
134,2025-02-05,68.4,89.9,28,Red,False
134,2025-02-12,62.2,82.7,26,Red,True
134,2025-02-19,66.6,79.6,2,Amber,False
134,2025-02-26,61.3,79.1,24,Red,True
134,2025-03-05,82.8,88.7,15,Amber,False
135,2025-01-01,70.9,84.8,26,Red,False
135,2025-01-08,97.6,82.2,0,Green,False
135,2025-01-15,73.6,91.6,0,Green,False
135,2025-01-22,56.7,88.0,16,Amber,False
135,2025-01-29,65.7,98.6,10,Green,False
135,2025-02-05,80.0,87.3,5,Green,False
135,2025-02-12,66.8,78.0,14,Amber,False
135,2025-02-19,61.9,90.1,12,Amber,False
135,2025-02-26,75.8,97.1,5,Green,False
135,2025-03-05,70.7,95.2,8,Green,False
136,2025-01-01,100.0,91.4,7,Green,False
136,2025-01-08,70.8,93.1,11,Green,False
136,2025-01-15,66.2,91.0,24,Red,False
136,2025-01-22,71.8,87.2,9,Green,False
136,2025-01-29,47.3,52.9,1,Red,False
136,2025-02-05,75.1,95.9,13,Green,False
136,2025-02-12,75.7,88.3,11,Green,False
136,2025-02-19,68.8,88.9,10,Green,False
136,2025-02-26,79.7,86.6,17,Amber,False
136,2025-03-05,68.1,84.2,0,Green,False
137,2025-01-01,60.2,63.8,5,Red,False
137,2025-01-08,60.6,77.1,23,Red,False
137,2025-01-15,54.4,97.7,28,Red,False
137,2025-01-22,75.7,87.3,21,Amber,False
137,2025-01-29,77.0,85.8,26,Red,False
137,2025-02-05,71.7,85.6,8,Green,False
137,2025-02-12,70.3,84.2,21,Amber,False
137,2025-02-19,68.9,99.7,12,Green,False
137,2025-02-26,85.3,95.2,15,Amber,False
137,2025-03-05,68.3,92.2,16,Amber,False
138,2025-01-01,60.4,79.2,25,Red,False
138,2025-01-08,73.0,88.8,23,Red,False
138,2025-01-15,78.6,83.6,10,Green,False
138,2025-01-22,69.3,96.0,5,Green,False
138,2025-01-29,71.3,89.4,10,Green,False
138,2025-02-05,81.0,97.2,10,Green,False
138,2025-02-12,52.9,69.7,16,Amber,False
138,2025-02-19,70.5,85.9,19,Amber,True
138,2025-02-26,78.2,84.4,18,Amber,True
138,2025-03-05,57.5,72.9,17,Amber,False
139,2025-01-01,72.7,95.8,17,Amber,False
139,2025-01-08,63.5,72.8,15,Amber,False
139,2025-01-15,69.8,89.6,6,Green,False
139,2025-01-22,68.9,90.2,29,Red,False
139,2025-01-29,83.8,100.3,20,Amber,False
139,2025-02-05,73.1,93.3,16,Amber,False
139,2025-02-12,79.3,82.7,11,Green,False
139,2025-02-19,51.0,86.6,4,Amber,False
139,2025-02-26,74.1,103.1,2,Green,False
139,2025-03-05,55.4,89.9,22,Red,False
140,2025-01-01,72.5,78.9,18,Amber,False
140,2025-01-08,99.3,85.0,19,Amber,False
140,2025-01-15,60.7,70.1,9,Amber,False
140,2025-01-22,59.9,91.8,3,Amber,False
140,2025-01-29,56.2,60.6,18,Red,False
140,2025-02-05,83.0,103.0,11,Green,False
140,2025-02-12,80.8,83.7,23,Red,False
140,2025-02-19,60.2,80.6,20,Amber,False
140,2025-02-26,82.8,88.6,0,Green,False
140,2025-03-05,68.4,91.1,28,Red,False
141,2025-01-01,71.1,90.8,16,Amber,False
141,2025-01-08,73.6,85.4,21,Amber,False
141,2025-01-15,75.7,92.3,8,Green,False
141,2025-01-22,77.8,83.7,10,Green,False
141,2025-01-29,71.2,89.5,25,Red,False
141,2025-02-05,76.7,82.5,8,Green,False
141,2025-02-12,67.2,87.3,2,Green,False
141,2025-02-19,56.1,71.1,18,Amber,False
141,2025-02-26,65.4,90.6,11,Green,False
141,2025-03-05,56.0,62.8,16,Red,True
142,2025-01-01,73.4,91.7,6,Green,False
142,2025-01-08,80.2,87.3,5,Green,False
142,2025-01-15,87.0,93.5,19,Amber,False
142,2025-01-22,68.5,95.3,17,Amber,False
142,2025-01-29,70.3,89.7,18,Amber,False
142,2025-02-05,44.4,54.0,0,Red,False
142,2025-02-12,71.8,91.1,23,Red,False
142,2025-02-19,82.6,92.0,23,Red,False
142,2025-02-26,74.3,94.0,22,Red,False
142,2025-03-05,80.9,91.0,23,Red,False
143,2025-01-01,70.9,102.5,16,Amber,False
143,2025-01-08,76.5,84.5,19,Amber,True
143,2025-01-15,74.8,90.0,24,Red,False
143,2025-01-22,71.6,84.7,25,Red,True
143,2025-01-29,58.7,81.6,25,Red,False
143,2025-02-05,56.9,77.1,15,Amber,False
143,2025-02-12,72.5,85.5,29,Red,False
143,2025-02-19,76.0,80.1,0,Green,False
143,2025-02-26,71.0,78.4,18,Amber,False
143,2025-03-05,76.8,94.4,17,Amber,False
144,2025-01-01,90.9,93.5,6,Green,False
144,2025-01-08,62.6,63.3,24,Red,False
144,2025-01-15,70.0,82.3,20,Amber,False
144,2025-01-22,64.0,84.3,9,Amber,False
144,2025-01-29,64.7,81.7,0,Amber,False
144,2025-02-05,71.3,86.8,9,Green,False
144,2025-02-12,54.2,73.0,3,Amber,False
144,2025-02-19,75.3,94.3,18,Amber,True
144,2025-02-26,70.2,103.9,7,Green,True
144,2025-03-05,53.3,76.7,24,Red,False
145,2025-01-01,70.3,83.1,21,Amber,False
145,2025-01-08,82.6,91.4,13,Green,False
145,2025-01-15,62.3,77.6,0,Amber,False
145,2025-01-22,62.0,62.6,10,Red,False
145,2025-01-29,76.9,79.2,13,Amber,False
145,2025-02-05,59.7,83.5,29,Red,False
145,2025-02-12,93.1,88.9,0,Green,False
145,2025-02-19,60.0,88.0,8,Amber,False
145,2025-02-26,81.9,95.1,11,Green,False
145,2025-03-05,61.7,89.1,17,Amber,False
146,2025-01-01,73.9,95.8,11,Green,False
146,2025-01-08,74.3,88.0,26,Red,False
146,2025-01-15,71.1,90.7,7,Green,False
146,2025-01-22,79.4,83.9,17,Amber,False
146,2025-01-29,63.3,83.2,14,Amber,False
146,2025-02-05,81.5,83.9,15,Amber,False
146,2025-02-12,74.2,91.5,8,Green,False
146,2025-02-19,63.4,66.8,15,Amber,False
146,2025-02-26,67.9,94.2,26,Red,False
146,2025-03-05,71.1,88.1,11,Green,False
147,2025-01-01,81.0,89.1,4,Green,False
147,2025-01-08,72.5,87.8,0,Green,False
147,2025-01-15,91.8,91.0,11,Green,False
147,2025-01-22,67.1,84.6,28,Red,False
147,2025-01-29,69.2,98.3,16,Amber,False
147,2025-02-05,80.1,90.4,4,Green,False
147,2025-02-12,66.8,90.6,29,Red,True
147,2025-02-19,79.5,90.7,12,Green,False
147,2025-02-26,63.0,59.8,4,Red,False
147,2025-03-05,75.0,85.5,22,Red,False
148,2025-01-01,69.5,84.8,19,Amber,True
148,2025-01-08,62.9,76.2,20,Amber,False
148,2025-01-15,71.7,94.7,7,Green,False
148,2025-01-22,78.2,94.1,3,Green,False
148,2025-01-29,73.3,87.1,8,Green,False
148,2025-02-05,66.5,90.5,23,Red,False
148,2025-02-12,65.1,94.2,29,Red,False
148,2025-02-19,56.5,68.1,15,Amber,False
148,2025-02-26,77.6,92.6,4,Green,False
148,2025-03-05,81.8,86.5,12,Green,False
149,2025-01-01,70.1,91.7,9,Green,False
149,2025-01-08,70.5,93.6,2,Green,True
149,2025-01-15,86.4,91.9,29,Red,False
149,2025-01-22,77.6,94.1,16,Amber,False
149,2025-01-29,84.6,94.0,28,Red,False
149,2025-02-05,75.8,82.5,14,Green,False
149,2025-02-12,68.9,84.7,12,Green,False
149,2025-02-19,59.3,85.4,19,Amber,False
149,2025-02-26,64.4,77.4,13,Amber,False
149,2025-03-05,56.6,85.7,3,Amber,False
150,2025-01-01,64.0,83.9,21,Amber,False
150,2025-01-08,72.3,97.9,8,Green,False
150,2025-01-15,69.0,88.3,27,Red,False
150,2025-01-22,76.0,81.9,4,Green,False
150,2025-01-29,74.4,86.0,1,Green,False
150,2025-02-05,72.6,89.8,17,Amber,False
150,2025-02-12,57.9,72.2,21,Amber,False
150,2025-02-19,77.5,90.6,5,Green,False
150,2025-02-26,68.4,85.6,22,Red,False
150,2025-03-05,83.8,89.2,21,Amber,False
151,2025-01-01,77.1,91.1,26,Red,False
151,2025-01-08,75.7,98.1,23,Red,False
151,2025-01-15,58.7,77.8,25,Red,False
151,2025-01-22,60.6,58.3,19,Red,False
151,2025-01-29,61.3,83.5,0,Amber,False
151,2025-02-05,68.5,84.7,3,Green,False
151,2025-02-12,67.9,84.8,0,Green,False
151,2025-02-19,88.8,93.6,24,Red,False
151,2025-02-26,74.6,83.8,7,Green,False
151,2025-03-05,76.9,90.6,28,Red,False
152,2025-01-01,81.7,97.5,21,Amber,False
152,2025-01-08,61.8,73.0,14,Amber,False
152,2025-01-15,66.1,79.6,21,Amber,False
152,2025-01-22,62.0,65.8,25,Red,False
152,2025-01-29,77.5,85.9,4,Green,False
152,2025-02-05,70.3,90.1,12,Green,False
152,2025-02-12,71.9,93.0,3,Green,False
152,2025-02-19,69.8,93.4,18,Amber,False
152,2025-02-26,70.0,95.9,20,Amber,False
152,2025-03-05,83.3,101.0,27,Red,False
153,2025-01-01,71.2,92.6,26,Red,False
153,2025-01-08,62.3,68.0,15,Amber,False
153,2025-01-15,67.9,97.0,9,Green,False
153,2025-01-22,62.8,72.2,4,Amber,False
153,2025-01-29,82.2,90.1,25,Red,False
153,2025-02-05,68.4,85.4,23,Red,False
153,2025-02-12,81.3,81.0,1,Green,False
153,2025-02-19,50.6,82.1,16,Amber,False
153,2025-02-26,87.8,91.7,21,Amber,False
153,2025-03-05,81.4,89.2,2,Green,False
154,2025-01-01,67.4,83.5,3,Green,False
154,2025-01-08,56.6,71.8,5,Amber,False
154,2025-01-15,90.8,91.8,2,Green,False
154,2025-01-22,85.9,94.4,16,Amber,False
154,2025-01-29,45.4,47.0,2,Red,False
154,2025-02-05,62.7,74.2,1,Amber,False
154,2025-02-12,79.0,92.4,18,Amber,False
154,2025-02-19,57.2,81.0,27,Red,False
154,2025-02-26,69.6,80.5,1,Green,False
154,2025-03-05,50.9,86.8,7,Amber,False
155,2025-01-01,67.0,88.2,25,Red,False
155,2025-01-08,51.2,86.5,27,Red,False
155,2025-01-15,57.4,64.0,6,Red,True
155,2025-01-22,83.7,92.5,6,Green,False
155,2025-01-29,92.9,99.3,17,Amber,False
155,2025-02-05,55.3,72.3,24,Red,False
155,2025-02-12,91.6,80.7,27,Red,False
155,2025-02-19,67.4,104.3,2,Green,False
155,2025-02-26,65.2,83.5,14,Green,False
155,2025-03-05,96.8,86.6,16,Amber,False
156,2025-01-01,84.2,90.1,19,Amber,False
156,2025-01-08,68.5,99.3,6,Green,False
156,2025-01-15,69.1,99.4,14,Green,False
156,2025-01-22,52.7,62.3,0,Red,False
156,2025-01-29,62.8,68.0,12,Amber,False
156,2025-02-05,63.9,74.8,28,Red,False
156,2025-02-12,72.9,88.2,22,Red,False
156,2025-02-19,82.0,94.4,14,Green,False
156,2025-02-26,77.9,84.4,22,Red,False
156,2025-03-05,91.8,87.9,5,Green,False
157,2025-01-01,83.3,94.6,21,Amber,False
157,2025-01-08,76.6,87.8,26,Red,False
157,2025-01-15,62.3,77.0,19,Amber,False
157,2025-01-22,75.4,93.2,12,Green,False
157,2025-01-29,60.2,73.9,12,Amber,False
157,2025-02-05,52.0,83.7,15,Amber,False
157,2025-02-12,70.8,87.0,21,Amber,False
157,2025-02-19,60.0,72.3,29,Red,False
157,2025-02-26,57.7,85.4,18,Amber,False
157,2025-03-05,71.5,86.8,23,Red,False
158,2025-01-01,75.7,92.5,15,Amber,False
158,2025-01-08,79.7,92.5,29,Red,False
158,2025-01-15,78.0,86.1,3,Green,False
158,2025-01-22,62.3,71.9,3,Amber,False
158,2025-01-29,76.4,90.8,4,Green,False
158,2025-02-05,57.9,75.5,24,Red,False
158,2025-02-12,67.2,89.7,12,Green,False
158,2025-02-19,60.8,80.1,28,Red,False
158,2025-02-26,66.7,97.9,19,Amber,False
158,2025-03-05,49.8,53.0,28,Red,False
159,2025-01-01,84.3,88.9,28,Red,False
159,2025-01-08,74.1,86.0,20,Amber,False
159,2025-01-15,60.7,65.9,8,Amber,False
159,2025-01-22,71.1,92.0,18,Amber,False
159,2025-01-29,78.8,89.5,19,Amber,False
159,2025-02-05,61.0,83.6,10,Amber,False
159,2025-02-12,50.5,82.8,15,Amber,False
159,2025-02-19,65.9,90.8,13,Green,False
159,2025-02-26,90.7,86.1,2,Green,False
159,2025-03-05,45.3,60.5,7,Red,True
160,2025-01-01,93.2,87.4,9,Green,False
160,2025-01-08,61.2,80.3,22,Red,False
160,2025-01-15,74.0,92.3,28,Red,False
160,2025-01-22,86.4,88.5,1,Green,False
160,2025-01-29,64.8,80.0,7,Amber,False
160,2025-02-05,54.4,86.4,24,Red,False
160,2025-02-12,71.8,88.8,13,Green,False
160,2025-02-19,62.7,82.0,5,Amber,False
160,2025-02-26,71.4,89.8,16,Amber,False
160,2025-03-05,76.8,89.7,25,Red,False
161,2025-01-01,65.7,99.0,29,Red,False
161,2025-01-08,63.8,81.7,0,Amber,False
161,2025-01-15,68.6,89.2,11,Green,False
161,2025-01-22,81.9,93.3,18,Amber,False
161,2025-01-29,58.3,69.2,24,Red,False
161,2025-02-05,78.6,88.0,3,Green,False
161,2025-02-12,69.9,88.3,16,Amber,False
161,2025-02-19,64.9,79.5,22,Red,False
161,2025-02-26,50.2,63.0,25,Red,False
161,2025-03-05,68.0,87.4,8,Green,False
162,2025-01-01,76.2,82.9,14,Green,False
162,2025-01-08,77.6,90.3,24,Red,False
162,2025-01-15,61.8,71.6,8,Amber,False
162,2025-01-22,74.9,91.5,3,Green,False
162,2025-01-29,74.0,90.7,5,Green,False
162,2025-02-05,68.3,95.5,29,Red,False
162,2025-02-12,59.2,76.4,23,Red,False
162,2025-02-19,67.4,83.3,0,Green,False
162,2025-02-26,77.4,87.0,11,Green,False
162,2025-03-05,64.8,74.0,3,Amber,False
163,2025-01-01,56.6,72.4,25,Red,False
163,2025-01-08,70.0,97.8,15,Amber,False
163,2025-01-15,49.3,52.9,1,Red,False
163,2025-01-22,61.0,81.5,15,Amber,False
163,2025-01-29,83.2,92.1,22,Red,False
163,2025-02-05,61.2,77.4,8,Amber,False
163,2025-02-12,69.6,89.4,29,Red,False
163,2025-02-19,66.3,92.5,8,Green,False
163,2025-02-26,87.6,99.7,29,Red,False
163,2025-03-05,84.8,84.8,4,Green,False
164,2025-01-01,79.4,82.3,28,Red,False
164,2025-01-08,52.0,77.7,9,Amber,False
164,2025-01-15,52.4,62.8,9,Red,False
164,2025-01-22,74.9,89.3,25,Red,False
164,2025-01-29,66.6,86.6,26,Red,False
164,2025-02-05,58.6,68.4,18,Amber,False
164,2025-02-12,59.6,79.7,26,Red,False
164,2025-02-19,75.7,85.7,3,Green,False
164,2025-02-26,73.7,86.1,26,Red,False
164,2025-03-05,63.7,54.1,14,Red,False
165,2025-01-01,68.8,90.5,28,Red,False
165,2025-01-08,75.2,87.5,17,Amber,True
165,2025-01-15,63.7,69.2,22,Red,False
165,2025-01-22,56.2,82.2,7,Amber,False
165,2025-01-29,66.5,88.5,23,Red,False
165,2025-02-05,65.6,87.0,28,Red,False
165,2025-02-12,57.6,65.4,27,Red,False
165,2025-02-19,74.1,86.2,17,Amber,False
165,2025-02-26,64.8,65.0,15,Amber,False
165,2025-03-05,74.8,97.5,23,Red,False
166,2025-01-01,88.2,93.3,26,Red,False
166,2025-01-08,76.6,89.3,12,Green,False
166,2025-01-15,84.1,87.6,16,Amber,False
166,2025-01-22,61.5,71.1,19,Amber,False
166,2025-01-29,72.9,92.5,15,Amber,False
166,2025-02-05,98.6,91.5,25,Red,False
166,2025-02-12,65.0,86.7,14,Green,False
166,2025-02-19,76.9,79.9,9,Amber,False
166,2025-02-26,72.8,80.2,28,Red,False
166,2025-03-05,61.5,76.5,20,Amber,False
167,2025-01-01,79.6,93.3,3,Green,False
167,2025-01-08,81.9,83.6,1,Green,False
167,2025-01-15,52.6,67.6,4,Amber,False
167,2025-01-22,84.0,84.2,2,Green,False
167,2025-01-29,80.7,88.7,7,Green,False
167,2025-02-05,67.7,89.0,7,Green,False
167,2025-02-12,75.7,86.5,15,Amber,False
167,2025-02-19,69.7,89.6,9,Green,False
167,2025-02-26,57.8,86.4,15,Amber,False
167,2025-03-05,69.8,96.8,28,Red,False
168,2025-01-01,75.9,102.7,15,Amber,False
168,2025-01-08,73.1,84.9,1,Green,False
168,2025-01-15,66.3,94.0,17,Amber,False
168,2025-01-22,66.6,91.4,28,Red,False
168,2025-01-29,75.0,90.1,17,Amber,False
168,2025-02-05,68.6,90.5,4,Green,False
168,2025-02-12,75.8,92.3,2,Green,False
168,2025-02-19,70.6,90.7,17,Amber,False
168,2025-02-26,74.8,92.8,8,Green,False
168,2025-03-05,53.9,75.7,4,Amber,False
169,2025-01-01,64.8,66.8,18,Amber,False
169,2025-01-08,37.5,67.0,17,Red,False
169,2025-01-15,79.5,91.8,2,Green,False
169,2025-01-22,54.2,68.5,22,Red,False
169,2025-01-29,64.7,66.6,8,Amber,False
169,2025-02-05,62.8,74.2,18,Amber,False
169,2025-02-12,82.1,95.1,20,Amber,False
169,2025-02-19,68.9,95.6,29,Red,False
169,2025-02-26,67.2,83.7,20,Amber,False
169,2025-03-05,84.2,88.3,3,Green,False
170,2025-01-01,69.8,93.5,17,Amber,False
170,2025-01-08,83.3,99.4,15,Amber,False
170,2025-01-15,57.1,76.8,22,Red,False
170,2025-01-22,75.2,89.6,19,Amber,False
170,2025-01-29,71.6,95.8,11,Green,False
170,2025-02-05,65.4,95.1,8,Green,False
170,2025-02-12,63.5,75.4,24,Red,False
170,2025-02-19,84.6,94.5,27,Red,False
170,2025-02-26,84.3,88.7,13,Green,False
170,2025-03-05,62.9,74.3,28,Red,False
171,2025-01-01,49.7,42.6,14,Red,False
171,2025-01-08,50.7,93.9,1,Amber,False
171,2025-01-15,65.0,87.0,2,Green,False
171,2025-01-22,65.4,85.1,12,Green,False
171,2025-01-29,74.9,85.0,11,Green,False
171,2025-02-05,72.3,96.2,21,Amber,False
171,2025-02-12,61.9,76.5,6,Amber,False
171,2025-02-19,62.8,79.4,15,Amber,False
171,2025-02-26,77.2,98.2,26,Red,False
171,2025-03-05,78.4,86.9,4,Green,False
172,2025-01-01,77.7,90.0,12,Green,False
172,2025-01-08,65.9,95.0,28,Red,False
172,2025-01-15,70.6,81.9,5,Green,False
172,2025-01-22,48.7,58.2,11,Red,False
172,2025-01-29,63.5,58.6,27,Red,False
172,2025-02-05,60.8,71.0,8,Amber,False
172,2025-02-12,72.3,84.3,13,Green,False
172,2025-02-19,77.5,91.2,5,Green,False
172,2025-02-26,66.1,86.2,18,Amber,False
172,2025-03-05,69.8,81.3,27,Red,False
173,2025-01-01,66.9,82.0,26,Red,False
173,2025-01-08,64.7,76.7,26,Red,True
173,2025-01-15,76.0,84.3,24,Red,False
173,2025-01-22,75.6,82.3,0,Green,False
173,2025-01-29,81.1,91.0,13,Green,False
173,2025-02-05,61.9,67.5,14,Amber,False
173,2025-02-12,73.5,86.6,22,Red,False
173,2025-02-19,62.0,80.1,23,Red,False
173,2025-02-26,68.9,91.5,22,Red,False
173,2025-03-05,80.9,93.9,21,Amber,True
174,2025-01-01,65.9,82.1,26,Red,False
174,2025-01-08,74.2,90.5,22,Red,True
174,2025-01-15,62.8,67.6,11,Amber,False
174,2025-01-22,79.4,95.9,21,Amber,False
174,2025-01-29,83.2,96.4,14,Green,False
174,2025-02-05,67.7,77.7,27,Red,False
174,2025-02-12,79.4,93.9,6,Green,False
174,2025-02-19,70.9,90.3,20,Amber,False
174,2025-02-26,57.5,76.7,8,Amber,False
174,2025-03-05,71.6,95.4,21,Amber,False
175,2025-01-01,72.1,92.8,26,Red,False
175,2025-01-08,77.7,90.9,28,Red,False
175,2025-01-15,81.3,89.2,6,Green,False
175,2025-01-22,58.7,68.4,24,Red,False
175,2025-01-29,52.8,74.0,14,Amber,False
175,2025-02-05,68.4,95.9,29,Red,False
175,2025-02-12,76.1,95.5,6,Green,False
175,2025-02-19,65.9,90.2,8,Green,False
175,2025-02-26,46.4,61.5,20,Red,False
175,2025-03-05,77.3,91.2,20,Amber,False
176,2025-01-01,55.6,61.4,4,Red,False
176,2025-01-08,50.4,78.7,28,Red,False
176,2025-01-15,78.5,96.2,19,Amber,False
176,2025-01-22,80.3,93.0,10,Green,False
176,2025-01-29,53.0,82.9,15,Amber,False
176,2025-02-05,65.0,96.0,11,Green,False
176,2025-02-12,68.8,91.9,16,Amber,False
176,2025-02-19,52.8,62.4,11,Red,False
176,2025-02-26,50.3,81.9,3,Amber,False
176,2025-03-05,76.1,92.5,20,Amber,False
177,2025-01-01,74.7,89.6,24,Red,False
177,2025-01-08,69.6,95.2,6,Green,False
177,2025-01-15,69.8,85.9,4,Green,False
177,2025-01-22,52.9,71.9,15,Amber,False
177,2025-01-29,57.3,73.3,1,Amber,False
177,2025-02-05,61.2,65.4,11,Amber,False
177,2025-02-12,64.9,73.6,25,Red,False
177,2025-02-19,65.2,85.6,3,Green,False
177,2025-02-26,68.0,82.5,22,Red,False
177,2025-03-05,73.5,92.5,4,Green,False
178,2025-01-01,50.9,78.0,27,Red,False
178,2025-01-08,70.0,89.9,12,Green,False
178,2025-01-15,73.0,98.3,4,Green,False
178,2025-01-22,68.2,87.0,0,Green,False
178,2025-01-29,60.5,89.5,25,Red,False
178,2025-02-05,69.7,90.2,11,Green,False
178,2025-02-12,93.0,88.9,26,Red,False
178,2025-02-19,77.3,83.5,19,Amber,False
178,2025-02-26,55.4,66.1,20,Amber,False
178,2025-03-05,82.0,90.0,19,Amber,False
179,2025-01-01,74.4,92.4,24,Red,False
179,2025-01-08,65.8,93.5,18,Amber,False
179,2025-01-15,54.0,73.4,28,Red,False
179,2025-01-22,69.1,87.7,13,Green,False
179,2025-01-29,72.4,96.7,18,Amber,False
179,2025-02-05,92.5,85.5,14,Green,False
179,2025-02-12,57.1,62.9,4,Red,False
179,2025-02-19,91.1,99.2,16,Amber,False
179,2025-02-26,49.3,37.4,6,Red,False
179,2025-03-05,53.2,87.9,20,Amber,False
180,2025-01-01,66.2,83.5,11,Green,False
180,2025-01-08,59.9,75.0,24,Red,False
180,2025-01-15,86.9,78.4,22,Red,False
180,2025-01-22,75.2,89.4,1,Green,False
180,2025-01-29,50.4,63.2,26,Red,False
180,2025-02-05,74.8,84.9,17,Amber,False
180,2025-02-12,69.9,84.4,1,Green,False
180,2025-02-19,95.9,90.0,16,Amber,True
180,2025-02-26,58.5,75.9,19,Amber,False
180,2025-03-05,67.4,94.7,17,Amber,False
181,2025-01-01,52.8,81.4,21,Amber,False
181,2025-01-08,78.9,82.0,0,Green,True
181,2025-01-15,88.7,85.7,11,Green,False
181,2025-01-22,58.8,56.3,8,Red,False
181,2025-01-29,64.9,82.6,24,Red,False
181,2025-02-05,82.7,93.8,12,Green,False
181,2025-02-12,70.2,98.5,29,Red,False
181,2025-02-19,75.9,83.9,11,Green,False
181,2025-02-26,79.7,83.8,20,Amber,False
181,2025-03-05,76.7,92.3,6,Green,False
182,2025-01-01,89.3,91.3,4,Green,False
182,2025-01-08,81.6,95.3,11,Green,False
182,2025-01-15,79.9,88.5,11,Green,False
182,2025-01-22,85.1,95.6,23,Red,False
182,2025-01-29,56.5,67.8,12,Amber,False
182,2025-02-05,73.7,87.9,7,Green,False
182,2025-02-12,48.0,46.2,6,Red,False
182,2025-02-19,42.2,44.7,10,Red,False
182,2025-02-26,71.8,85.9,27,Red,False
182,2025-03-05,65.0,86.1,14,Green,False
183,2025-01-01,70.2,86.6,24,Red,False
183,2025-01-08,57.6,78.6,21,Amber,False
183,2025-01-15,75.8,92.4,21,Amber,False
183,2025-01-22,65.9,92.7,23,Red,False
183,2025-01-29,64.6,87.5,6,Amber,True
183,2025-02-05,79.5,90.3,25,Red,False
183,2025-02-12,63.0,76.2,4,Amber,False
183,2025-02-19,67.3,85.1,16,Amber,False
183,2025-02-26,64.5,74.9,22,Red,False
183,2025-03-05,60.0,85.2,4,Amber,False
184,2025-01-01,77.3,86.4,11,Green,False
184,2025-01-08,81.0,87.4,19,Amber,False
184,2025-01-15,80.7,83.6,18,Amber,False
184,2025-01-22,66.7,89.8,9,Green,False
184,2025-01-29,65.9,91.2,25,Red,False
184,2025-02-05,74.3,86.4,19,Amber,False
184,2025-02-12,33.0,55.8,25,Red,False
184,2025-02-19,85.9,89.3,7,Green,False
184,2025-02-26,60.8,71.7,21,Amber,False
184,2025-03-05,78.8,92.4,21,Amber,False
185,2025-01-01,71.2,82.5,1,Green,False
185,2025-01-08,67.5,88.4,15,Amber,False
185,2025-01-15,55.1,82.0,19,Amber,False
185,2025-01-22,52.1,83.7,15,Amber,False
185,2025-01-29,63.6,73.1,21,Amber,False
185,2025-02-05,62.5,78.3,15,Amber,False
185,2025-02-12,56.7,84.4,5,Amber,False
185,2025-02-19,72.8,95.8,18,Amber,False
185,2025-02-26,86.0,86.8,29,Red,False
185,2025-03-05,76.7,95.6,22,Red,False
186,2025-01-01,79.3,86.8,20,Amber,False
186,2025-01-08,71.0,87.0,1,Green,False
186,2025-01-15,68.1,90.1,1,Green,False
186,2025-01-22,72.0,92.7,24,Red,False
